subject,condition,n_game,event,n_step,deviation,norm_dev
20EC,qm,3,blast_step_8,8,60.33,50.61
20EC,qm,3,overkill_step,9,66.41,53.75
20EC,qm,3,activate_star,1,46.85,14.93
20EC,qm,3,blast_step_2,2,57.25,4.95
20EC,qm,3,blast_step_3,3,49.6,15.45
20EC,qm,3,blast_step_4,4,56.78,19.8
20EC,qm,3,blast_step_5,5,46.12,25.15
20EC,qm,3,blast_step_6,6,59.83,30.49
20EC,qm,3,blast_step_7,7,82.25,62.47
20EC,qm,3,blast_step_8,8,101.52,70.81
20EC,qm,3,overkill_step,9,97.61,62.65
20EC,qm,3,activate_star,1,74.59,13.49
20EC,qm,3,blast_step_1,2,86.96,4.31
20EC,qm,3,blast_step_2,3,89.61,6.55
20EC,qm,3,blast_step_3,4,86.7,12.65
20EC,qm,3,blast_step_4,5,89.84,23.51
20EC,qm,3,blast_step_5,6,91.61,45.94
20EC,qm,3,blast_step_6,7,92.6,48.32
20EC,qm,3,blast_step_7,8,92.75,66.37
20EC,qm,3,blast_step_8,9,80.08,67.5
20EC,qm,3,overkill_step,10,78.59,34.22
20EC,qm,3,overkill_step,11,87.14,12.37
20EC,qm,3,overkill_step,12,76.2,96.1
21EC,im,1,activate_star,1,55.41,16.48
21EC,im,1,blast_step_2,2,45.37,20.23
21EC,im,1,blast_step_3,3,47.55,16.97
21EC,im,1,blast_step_4,4,43.09,15.65
21EC,im,1,blast_step_5,5,43.64,13.23
21EC,im,1,blast_step_6,6,78.09,32.14
21EC,im,1,blast_step_7,7,81.22,34.64
21EC,im,1,blast_step_8,8,78.79,35.7
21EC,im,1,overkill_step,9,331.86,295.08
21EC,im,1,activate_star,1,65.26,14.07
21EC,im,1,blast_step_2,2,76.82,12.3
21EC,im,1,blast_step_3,3,70.69,8.51
21EC,im,1,blast_step_4,4,76.69,19.77
21EC,im,1,blast_step_5,5,56.96,21.78
21EC,im,1,blast_step_6,6,68.12,15.6
21EC,im,1,blast_step_7,7,91.15,17.1
21EC,im,1,blast_step_8,8,109.12,56.25
21EC,im,1,overkill_step,9,239.76,295.23
21EC,im,1,overkill_step,10,369.56,432.03
21EC,im,1,activate_star,1,51.2,10.32
21EC,im,1,blast_step_2,2,54.81,10.9
21EC,im,1,blast_step_3,3,56.99,13.42
21EC,im,1,blast_step_4,4,60.36,8.47
21EC,im,1,blast_step_5,5,50.5,19.67
21EC,im,1,blast_step_6,6,53.21,22.74
21EC,im,1,blast_step_7,7,52.83,5.51
21EC,im,1,blast_step_8,8,58.15,8.13
21EC,im,1,overkill_step,9,177.48,148.63
21EC,im,1,activate_star,1,72.77,15.38
21EC,im,1,blast_step_2,2,89.47,11.02
21EC,im,1,blast_step_3,3,87.7,8.26
21EC,im,1,blast_step_4,4,89.0,11.3
21EC,im,1,blast_step_5,5,99.87,27.58
21EC,im,1,blast_step_6,6,47.54,41.69
21EC,im,1,blast_step_7,7,71.51,19.03
21EC,im,1,blast_step_8,8,80.17,26.71
21EC,im,1,overkill_step,9,248.72,164.68
21EC,im,1,overkill_step,10,259.71,178.39
21EC,im,1,overkill_step,11,275.58,190.25
21EC,im,1,overkill_step,12,275.62,192.71
21EC,im,1,activate_star,1,35.99,7.52
21EC,im,1,blast_step_1,2,44.39,8.13
21EC,im,1,blast_step_2,3,45.53,17.59
21EC,im,1,blast_step_3,4,108.46,73.44
21EC,im,1,blast_step_4,5,125.09,88.88
21EC,im,1,blast_step_5,6,72.31,41.54
21EC,im,1,blast_step_6,7,51.8,17.71
21EC,im,1,blast_step_7,8,63.56,27.51
21EC,im,1,blast_step_8,9,69.45,32.36
21EC,im,1,overkill_step,10,407.28,411.03
21EC,im,1,activate_star,1,71.95,7.16
21EC,im,1,blast_step_1,2,74.11,5.35
21EC,im,1,blast_step_2,3,82.48,14.19
21EC,im,1,blast_step_3,4,97.19,24.41
21EC,im,1,blast_step_4,5,86.74,13.06
21EC,im,1,blast_step_5,6,93.21,19.38
21EC,im,1,blast_step_6,7,90.34,17.1
21EC,im,1,blast_step_7,8,96.46,29.1
21EC,im,1,blast_step_8,9,69.77,26.0
21EC,im,1,overkill_step,10,175.36,226.54
21EC,im,1,activate_star,1,85.81,13.44
21EC,im,1,blast_step_1,2,113.37,57.03
21EC,im,1,blast_step_2,3,57.31,31.7
21EC,im,1,blast_step_3,4,79.86,19.51
21EC,im,1,blast_step_4,5,68.07,27.11
21EC,im,1,blast_step_5,6,86.89,64.34
21EC,im,1,blast_step_6,7,89.95,30.02
21EC,im,1,blast_step_7,8,68.73,22.01
21EC,im,1,blast_step_8,9,78.0,12.32
21EC,im,1,activate_star,1,60.6,9.08
21EC,im,1,blast_step_1,2,79.03,13.77
21EC,im,1,blast_step_2,3,78.49,13.93
21EC,im,1,blast_step_3,4,74.88,12.04
21EC,im,1,blast_step_4,5,79.9,20.52
21EC,im,1,blast_step_5,6,86.42,21.6
21EC,im,1,blast_step_6,7,57.94,11.42
21EC,im,1,blast_step_7,8,66.0,23.42
21EC,im,1,blast_step_8,9,33.64,45.76
21EC,im,1,overkill_step,10,439.26,468.71
21EC,im,1,activate_star,1,58.38,19.6
21EC,im,1,blast_step_1,2,74.6,3.95
21EC,im,1,blast_step_2,3,80.41,17.59
21EC,im,1,blast_step_3,4,76.98,23.04
21EC,im,1,blast_step_4,5,85.07,15.87
21EC,im,1,blast_step_5,6,81.03,10.21
21EC,im,1,blast_step_6,7,85.74,24.56
21EC,im,1,blast_step_7,8,112.61,52.11
21EC,im,1,blast_step_8,9,89.2,34.67
21EC,im,1,overkill_step,10,102.62,46.61
21EC,im,1,activate_star,1,72.63,10.9
21EC,im,1,blast_step_1,2,69.28,9.05
21EC,im,1,blast_step_2,3,79.32,17.99
21EC,im,1,blast_step_3,4,94.53,29.89
21EC,im,1,blast_step_4,5,112.5,62.39
21EC,im,1,blast_step_5,6,115.17,68.35
21EC,im,1,blast_step_6,7,113.69,57.91
21EC,im,1,blast_step_7,8,120.66,64.31
21EC,im,1,blast_step_8,9,116.4,57.16
21EC,im,1,overkill_step,10,163.6,227.9
21EC,im,1,activate_star,1,58.85,13.87
21EC,im,1,blast_step_2,2,66.17,5.78
21EC,im,1,blast_step_3,3,63.65,9.53
21EC,im,1,blast_step_4,4,72.9,9.57
21EC,im,1,blast_step_5,5,52.86,22.25
21EC,im,1,blast_step_6,6,43.08,26.04
21EC,im,1,blast_step_7,7,65.16,12.6
21EC,im,1,blast_step_8,8,423.28,369.04
21EC,im,1,overkill_step,9,418.38,365.17
21EC,im,1,activate_star,1,33.83,13.62
21EC,im,1,blast_step_2,2,41.04,7.12
21EC,im,1,blast_step_3,3,45.35,13.75
21EC,im,1,blast_step_4,4,56.68,18.2
21EC,im,1,blast_step_5,5,60.68,22.83
21EC,im,1,blast_step_6,6,48.86,8.43
21EC,im,1,blast_step_7,7,35.64,13.9
21EC,im,1,blast_step_8,8,44.85,8.32
21EC,im,1,overkill_step,9,71.77,30.12
21EC,im,1,overkill_step,10,436.74,416.64
21EC,im,1,overkill_step,11,399.17,378.79
21EC,im,1,activate_star,1,80.2,39.09
21EC,im,1,blast_step_2,2,78.86,8.74
21EC,im,1,blast_step_3,3,60.4,34.12
21EC,im,1,blast_step_4,4,42.5,46.97
21EC,im,1,blast_step_5,5,46.02,59.8
21EC,im,1,blast_step_6,6,34.76,62.28
21EC,im,1,blast_step_7,7,82.28,42.65
21EC,im,1,blast_step_8,8,78.33,30.66
21EC,im,1,overkill_step,9,73.62,69.02
21EC,im,1,activate_star,1,80.53,17.56
21EC,im,1,blast_step_2,2,88.99,11.97
21EC,im,1,blast_step_3,3,94.85,20.49
21EC,im,1,blast_step_4,4,80.72,15.02
21EC,im,1,blast_step_5,5,75.52,31.27
21EC,im,1,blast_step_6,6,29.93,52.15
21EC,im,1,blast_step_7,7,29.47,51.6
21EC,im,1,blast_step_8,8,40.13,40.59
21EC,im,1,overkill_step,9,313.83,310.94
21EC,im,1,overkill_step,10,300.46,318.66
21EC,im,1,activate_star,1,46.57,13.17
21EC,im,1,blast_step_1,2,47.31,8.29
21EC,im,1,blast_step_2,3,49.38,17.08
21EC,im,1,blast_step_3,4,38.32,19.09
21EC,im,1,blast_step_4,5,42.45,14.57
21EC,im,1,blast_step_5,6,50.87,9.37
21EC,im,1,blast_step_6,7,81.51,37.65
21EC,im,1,blast_step_7,8,55.03,11.03
21EC,im,1,blast_step_8,9,100.92,67.96
21EC,im,1,overkill_step,10,50.04,12.37
21EC,im,1,activate_star,1,44.75,11.65
21EC,im,1,blast_step_2,2,46.05,30.0
21EC,im,1,blast_step_3,3,61.62,39.67
21EC,im,1,blast_step_4,4,58.01,28.82
21EC,im,1,blast_step_5,5,39.02,12.31
21EC,im,1,blast_step_6,6,37.64,22.25
21EC,im,1,blast_step_7,7,52.33,38.5
21EC,im,1,blast_step_8,8,106.81,81.53
21EC,im,1,activate_star,1,54.24,16.86
21EC,im,1,blast_step_1,2,58.82,15.07
21EC,im,1,blast_step_2,3,32.71,43.35
21EC,im,1,blast_step_3,4,31.24,40.91
21EC,im,1,blast_step_4,5,42.99,24.93
21EC,im,1,blast_step_5,6,15.92,43.71
21EC,im,1,blast_step_6,7,30.94,47.17
21EC,im,1,blast_step_7,8,36.68,31.44
21EC,im,1,blast_step_8,9,50.44,32.47
21EC,im,1,overkill_step,10,207.46,226.05
21EC,im,1,activate_star,1,36.0,9.9
21EC,im,1,blast_step_2,2,35.58,6.96
21EC,im,1,blast_step_3,3,39.88,9.83
21EC,im,1,blast_step_4,4,42.84,14.6
21EC,im,1,blast_step_5,5,43.77,17.04
21EC,im,1,blast_step_6,6,49.87,19.55
21EC,im,1,blast_step_7,7,47.05,16.52
21EC,im,1,blast_step_8,8,49.03,54.62
21EC,im,1,overkill_step,9,427.54,457.98
21EC,im,1,activate_star,1,84.72,15.38
21EC,im,1,blast_step_2,2,87.95,10.77
21EC,im,1,blast_step_3,3,85.03,12.31
21EC,im,1,blast_step_4,4,103.05,27.46
21EC,im,1,blast_step_5,5,83.62,14.4
21EC,im,1,blast_step_6,6,146.87,66.4
21EC,im,1,blast_step_7,7,118.38,40.46
21EC,im,1,blast_step_8,8,133.0,54.05
21EC,im,2,blast_step_6,7,85.67,
21EC,im,2,blast_step_7,8,78.15,
21EC,im,2,blast_step_8,9,119.94,
21EC,im,2,overkill_step,10,415.99,
21EC,im,2,overkill_step,11,399.8,
21EC,im,2,overkill_step,12,411.8,
21EC,im,2,overkill_step,13,414.33,
21EC,im,2,activate_star,1,56.13,21.7
21EC,im,2,blast_step_2,2,74.0,30.32
21EC,im,2,blast_step_3,3,68.61,21.58
21EC,im,2,blast_step_4,4,65.9,14.37
21EC,im,2,blast_step_5,5,49.65,25.37
21EC,im,2,blast_step_6,6,68.99,23.48
21EC,im,2,blast_step_7,7,66.07,17.76
21EC,im,2,blast_step_8,8,65.26,40.42
21EC,im,2,overkill_step,9,227.05,235.66
21EC,im,2,activate_star,1,33.15,9.73
21EC,im,2,blast_step_1,2,39.74,6.5
21EC,im,2,blast_step_2,3,34.51,6.09
21EC,im,2,blast_step_3,4,35.71,6.71
21EC,im,2,blast_step_4,5,55.03,23.17
21EC,im,2,blast_step_5,6,56.16,21.38
21EC,im,2,blast_step_6,7,60.52,26.09
21EC,im,2,blast_step_7,8,72.21,40.5
21EC,im,2,blast_step_8,9,130.97,100.44
21EC,im,2,activate_star,1,60.04,15.57
21EC,im,2,blast_step_1,2,65.17,6.65
21EC,im,2,blast_step_2,3,52.87,12.03
21EC,im,2,blast_step_3,4,67.58,38.25
21EC,im,2,blast_step_4,5,83.79,50.99
21EC,im,2,blast_step_5,6,75.4,37.52
21EC,im,2,blast_step_6,7,63.05,28.55
21EC,im,2,blast_step_7,8,45.31,29.73
21EC,im,2,blast_step_8,9,44.76,73.39
21EC,im,2,activate_star,1,84.06,19.22
21EC,im,2,blast_step_1,2,129.26,37.69
21EC,im,2,blast_step_2,3,76.41,25.91
21EC,im,2,blast_step_3,4,88.0,21.6
21EC,im,2,blast_step_4,5,88.53,24.46
21EC,im,2,blast_step_5,6,94.56,12.0
21EC,im,2,blast_step_6,7,94.74,37.27
21EC,im,2,blast_step_7,8,118.7,66.28
21EC,im,2,blast_step_8,9,105.07,42.28
21EC,im,2,overkill_step,10,104.64,141.9
21EC,im,2,overkill_step,11,191.63,258.59
21EC,im,2,activate_star,1,60.48,10.97
21EC,im,2,blast_step_1,2,106.51,65.34
21EC,im,2,blast_step_2,3,49.15,24.45
21EC,im,2,blast_step_3,4,47.41,11.6
21EC,im,2,blast_step_4,5,47.44,15.25
21EC,im,2,blast_step_5,6,53.28,11.83
21EC,im,2,blast_step_6,7,39.17,16.98
21EC,im,2,blast_step_7,8,43.69,14.01
21EC,im,2,blast_step_8,9,57.38,10.82
21EC,im,2,overkill_step,10,262.28,283.06
21EC,im,2,overkill_step,11,276.13,292.78
21EC,im,2,overkill_step,12,246.45,261.3
21EC,im,2,activate_star,1,81.12,17.22
21EC,im,2,blast_step_1,2,96.43,15.99
21EC,im,2,blast_step_2,3,81.18,14.95
21EC,im,2,blast_step_3,4,86.03,11.86
21EC,im,2,blast_step_4,5,117.16,25.47
21EC,im,2,blast_step_5,6,88.2,11.83
21EC,im,2,blast_step_6,7,105.21,31.36
21EC,im,2,blast_step_7,8,92.37,6.2
21EC,im,2,blast_step_8,9,242.88,269.05
21EC,im,2,activate_star,1,79.99,22.71
21EC,im,2,blast_step_2,2,138.65,50.6
21EC,im,2,blast_step_3,3,75.56,29.64
21EC,im,2,blast_step_4,4,79.22,42.21
21EC,im,2,blast_step_5,5,79.26,25.82
21EC,im,2,blast_step_6,6,93.7,15.77
21EC,im,2,blast_step_7,7,99.45,26.44
21EC,im,2,blast_step_8,8,124.39,33.24
21EC,im,2,overkill_step,9,160.63,190.6
21EC,im,2,activate_star,1,43.34,12.84
21EC,im,2,blast_step_1,2,48.44,5.41
21EC,im,2,blast_step_2,3,53.91,12.27
21EC,im,2,blast_step_3,4,42.4,12.59
21EC,im,2,blast_step_4,5,46.38,12.96
21EC,im,2,blast_step_5,6,57.61,16.26
21EC,im,2,blast_step_6,7,60.43,13.64
21EC,im,2,blast_step_7,8,34.04,15.78
21EC,im,2,blast_step_8,9,28.1,63.77
21EC,im,2,overkill_step,10,296.78,343.69
21EC,im,2,activate_star,1,73.4,18.07
21EC,im,2,blast_step_2,2,79.6,7.15
21EC,im,2,blast_step_3,3,82.73,13.73
21EC,im,2,blast_step_4,4,64.79,19.5
21EC,im,2,blast_step_5,5,55.67,24.57
21EC,im,2,blast_step_6,6,39.78,42.1
21EC,im,2,blast_step_7,7,55.2,24.87
21EC,im,2,blast_step_8,8,49.06,30.41
21EC,im,2,activate_star,1,60.82,11.91
21EC,im,2,blast_step_1,2,55.55,9.11
21EC,im,2,blast_step_2,3,60.88,7.45
21EC,im,2,blast_step_3,4,76.0,21.79
21EC,im,2,blast_step_4,5,76.77,24.62
21EC,im,2,blast_step_5,6,75.44,29.18
21EC,im,2,blast_step_6,7,58.72,13.4
21EC,im,2,blast_step_7,8,86.21,28.05
21EC,im,2,blast_step_8,9,107.17,51.95
21EC,im,2,overkill_step,10,412.29,468.26
21EC,im,2,activate_star,1,73.21,15.61
21EC,im,2,blast_step_2,2,64.73,7.24
21EC,im,2,blast_step_3,3,41.11,28.24
21EC,im,2,blast_step_4,4,65.64,25.24
21EC,im,2,blast_step_5,5,73.21,12.23
21EC,im,2,blast_step_6,6,58.36,15.12
21EC,im,2,blast_step_7,7,58.34,28.27
21EC,im,2,blast_step_8,8,67.84,38.95
21EC,im,2,overkill_step,9,67.62,37.48
21EC,im,2,overkill_step,10,338.68,285.53
21EC,im,2,activate_star,1,13.38,15.07
21EC,im,2,blast_step_2,2,12.3,15.04
21EC,im,2,blast_step_3,3,14.1,23.95
21EC,im,2,blast_step_6,6,40.92,46.11
21EC,im,2,blast_step_7,7,21.02,34.6
21EC,im,2,blast_step_8,8,31.93,24.38
21EC,im,2,overkill_step,9,32.53,19.64
21EC,im,2,activate_star,1,52.03,43.34
21EC,im,2,blast_step_1,2,28.24,9.97
21EC,im,2,blast_step_2,3,39.32,20.75
21EC,im,2,blast_step_3,4,38.63,19.84
21EC,im,2,blast_step_4,5,20.57,7.43
21EC,im,2,blast_step_5,6,23.24,12.4
21EC,im,2,blast_step_6,7,22.11,19.09
21EC,im,2,blast_step_7,8,19.56,18.15
21EC,im,2,blast_step_8,9,67.79,51.73
21EC,im,2,overkill_step,10,76.79,60.21
21EC,im,2,overkill_step,11,67.82,50.61
21EC,im,2,overkill_step,12,46.58,27.81
21EC,im,2,overkill_step,13,297.02,315.74
21EC,im,2,activate_star,1,40.95,18.07
21EC,im,2,blast_step_2,2,71.79,13.82
21EC,im,2,blast_step_3,3,81.63,26.62
21EC,im,2,blast_step_4,4,67.49,20.22
21EC,im,2,blast_step_5,5,55.03,10.97
21EC,im,2,blast_step_6,6,60.81,19.37
21EC,im,2,blast_step_7,7,37.27,47.19
21EC,im,2,blast_step_8,8,217.32,208.31
21EC,im,2,overkill_step,9,244.0,224.8
21EC,im,2,activate_star,1,85.06,20.6
21EC,im,2,blast_step_1,2,103.56,18.39
21EC,im,2,blast_step_2,3,14.37,93.86
21EC,im,2,blast_step_3,4,32.99,72.02
21EC,im,2,blast_step_4,5,42.76,72.53
21EC,im,2,blast_step_5,6,39.83,73.48
21EC,im,2,blast_step_6,7,42.86,65.73
21EC,im,2,blast_step_7,8,50.79,51.37
21EC,im,2,blast_step_8,9,58.09,43.23
21EC,im,2,overkill_step,10,95.58,141.1
21EC,im,2,activate_star,1,80.72,11.0
21EC,im,2,blast_step_1,2,82.85,11.2
21EC,im,2,blast_step_2,3,98.37,11.3
21EC,im,2,blast_step_3,4,111.19,22.98
21EC,im,2,blast_step_4,5,113.65,25.67
21EC,im,2,blast_step_5,6,94.46,16.3
21EC,im,2,blast_step_6,7,61.92,33.76
21EC,im,2,blast_step_7,8,78.98,12.56
21EC,im,2,blast_step_8,9,102.51,29.66
21EC,im,3,activate_star,1,60.99,9.26
21EC,im,3,blast_step_1,2,72.22,16.03
21EC,im,3,blast_step_2,3,57.26,13.76
21EC,im,3,blast_step_3,4,76.31,22.82
21EC,im,3,blast_step_4,5,70.56,19.22
21EC,im,3,blast_step_5,6,76.32,20.76
21EC,im,3,blast_step_6,7,77.1,24.11
21EC,im,3,blast_step_7,8,91.58,44.74
21EC,im,3,blast_step_8,9,119.8,69.81
21EC,im,3,overkill_step,10,419.38,394.52
21EC,im,3,activate_star,1,19.04,10.1
21EC,im,3,blast_step_2,2,19.95,9.54
21EC,im,3,blast_step_3,3,13.82,16.46
21EC,im,3,blast_step_4,4,13.02,19.23
21EC,im,3,blast_step_5,5,16.95,8.27
21EC,im,3,blast_step_6,6,23.12,13.17
21EC,im,3,blast_step_7,7,12.93,10.02
21EC,im,3,blast_step_8,8,27.52,12.69
21EC,im,3,activate_star,1,56.55,14.21
21EC,im,3,blast_step_1,2,62.8,19.83
21EC,im,3,blast_step_2,3,27.31,33.62
21EC,im,3,blast_step_3,4,50.4,20.88
21EC,im,3,blast_step_4,5,55.46,25.72
21EC,im,3,blast_step_5,6,29.11,33.5
21EC,im,3,blast_step_6,7,31.62,29.23
21EC,im,3,blast_step_7,8,54.6,22.11
21EC,im,3,blast_step_8,9,41.45,20.0
21EC,im,3,overkill_step,10,53.98,22.06
21EC,im,3,activate_star,1,25.2,13.46
21EC,im,3,blast_step_1,2,31.76,41.71
21EC,im,3,blast_step_2,3,35.65,39.83
21EC,im,3,blast_step_3,4,15.75,25.02
21EC,im,3,blast_step_4,5,28.99,30.6
21EC,im,3,blast_step_5,6,26.21,9.14
21EC,im,3,blast_step_6,7,48.52,22.02
21EC,im,3,blast_step_7,8,47.35,35.11
21EC,im,3,blast_step_8,9,115.61,87.34
21EC,im,3,overkill_step,10,237.81,227.81
21EC,im,3,activate_star,1,41.43,6.3
21EC,im,3,blast_step_1,2,45.08,14.66
21EC,im,3,blast_step_2,3,50.92,12.85
21EC,im,3,blast_step_3,4,47.23,9.59
21EC,im,3,blast_step_4,5,57.92,15.75
21EC,im,3,blast_step_5,6,49.78,20.09
21EC,im,3,blast_step_6,7,43.42,18.83
21EC,im,3,blast_step_7,8,61.38,24.37
21EC,im,3,blast_step_8,9,48.25,11.75
21EC,im,3,overkill_step,10,252.66,295.47
21EC,im,3,activate_star,1,43.8,19.28
21EC,im,3,blast_step_2,2,61.3,10.38
21EC,im,3,blast_step_3,3,50.52,11.69
21EC,im,3,blast_step_4,4,68.64,9.18
21EC,im,3,blast_step_5,5,73.73,18.18
21EC,im,3,blast_step_6,6,42.58,20.72
21EC,im,3,blast_step_7,7,56.88,6.87
21EC,im,3,blast_step_8,8,69.93,10.54
21EC,im,3,overkill_step,9,323.12,292.86
21EC,im,3,activate_star,1,61.63,7.16
21EC,im,3,blast_step_1,2,56.37,9.51
21EC,im,3,blast_step_2,3,57.0,8.01
21EC,im,3,blast_step_3,4,69.52,10.63
21EC,im,3,blast_step_4,5,78.62,28.34
21EC,im,3,blast_step_5,6,66.66,34.41
21EC,im,3,blast_step_6,7,77.59,33.75
21EC,im,3,blast_step_7,8,76.08,26.18
21EC,im,3,blast_step_8,9,253.44,198.31
21EC,im,3,overkill_step,10,288.97,271.02
21EC,im,3,activate_star,1,54.44,19.19
21EC,im,3,blast_step_1,2,85.95,21.86
21EC,im,3,blast_step_2,3,52.12,18.84
21EC,im,3,blast_step_3,4,50.85,18.53
21EC,im,3,blast_step_4,5,58.46,22.93
21EC,im,3,blast_step_5,6,48.08,21.35
21EC,im,3,blast_step_6,7,50.03,24.54
21EC,im,3,blast_step_7,8,32.5,40.91
21EC,im,3,blast_step_8,9,54.02,35.71
21EC,im,3,overkill_step,10,320.86,387.63
21EC,im,3,activate_star,1,86.85,8.81
21EC,im,3,blast_step_1,2,83.42,9.25
21EC,im,3,blast_step_2,3,98.04,17.93
21EC,im,3,blast_step_3,4,100.8,20.71
21EC,im,3,blast_step_4,5,113.59,32.58
21EC,im,3,blast_step_5,6,108.67,39.54
21EC,im,3,blast_step_6,7,110.99,41.8
21EC,im,3,blast_step_7,8,97.2,22.45
21EC,im,3,blast_step_8,9,403.74,349.35
21EC,im,3,overkill_step,10,433.32,376.13
21EC,im,3,activate_star,1,57.94,11.01
21EC,im,3,blast_step_1,2,85.6,42.41
21EC,im,3,blast_step_2,3,62.55,8.86
21EC,im,3,blast_step_3,4,65.08,10.58
21EC,im,3,blast_step_4,5,71.82,18.33
21EC,im,3,blast_step_5,6,78.78,21.57
21EC,im,3,blast_step_6,7,80.13,24.9
21EC,im,3,blast_step_7,8,79.43,30.54
21EC,im,3,blast_step_8,9,437.95,472.29
21EC,im,3,activate_star,1,54.47,7.47
21EC,im,3,blast_step_2,2,52.44,10.91
21EC,im,3,blast_step_3,3,61.45,13.31
21EC,im,3,blast_step_4,4,74.99,26.77
21EC,im,3,blast_step_5,5,41.22,14.9
21EC,im,3,blast_step_6,6,56.41,14.56
21EC,im,3,blast_step_7,7,49.23,10.16
21EC,im,3,blast_step_8,8,319.99,288.05
21EC,im,3,activate_star,1,57.72,13.26
21EC,im,3,blast_step_1,2,78.59,16.45
21EC,im,3,blast_step_2,3,52.68,23.58
21EC,im,3,blast_step_3,4,58.72,19.79
21EC,im,3,blast_step_4,5,49.76,23.68
21EC,im,3,blast_step_5,6,58.61,50.0
21EC,im,3,blast_step_6,7,40.7,46.88
21EC,im,3,blast_step_7,8,52.34,30.58
21EC,im,3,blast_step_8,9,40.49,32.15
21EC,im,3,overkill_step,13,152.42,119.49
21EC,im,3,activate_star,1,70.41,54.14
21EC,im,3,blast_step_2,2,46.94,25.3
21EC,im,3,blast_step_3,3,40.25,35.23
21EC,im,3,blast_step_4,4,47.21,34.84
21EC,im,3,blast_step_5,5,42.66,35.43
21EC,im,3,blast_step_6,6,46.27,37.04
21EC,im,3,blast_step_7,7,40.3,38.38
21EC,im,3,blast_step_8,8,68.93,51.54
21EC,im,3,overkill_step,9,225.91,216.83
21EC,im,3,overkill_step,10,335.56,327.49
21EC,im,3,overkill_step,11,329.83,317.96
21EC,im,3,activate_star,1,52.19,5.4
21EC,im,3,blast_step_1,2,54.45,7.25
21EC,im,3,blast_step_2,3,59.96,19.34
21EC,im,3,blast_step_3,4,76.18,41.47
21EC,im,3,blast_step_4,5,81.67,48.26
21EC,im,3,blast_step_5,6,48.2,20.73
21EC,im,3,blast_step_6,7,21.18,31.43
21EC,im,3,blast_step_7,8,47.78,38.0
21EC,im,3,blast_step_8,9,26.06,33.36
21EC,im,3,overkill_step,10,277.49,292.4
21EC,im,3,activate_star,1,51.08,57.17
21EC,im,3,blast_step_3,4,178.98,77.8
21EC,im,3,blast_step_5,6,57.84,61.95
21EC,im,3,blast_step_6,7,294.99,206.42
21EC,im,3,blast_step_7,8,46.54,76.34
21EC,im,3,blast_step_8,9,28.7,79.75
21EC,im,3,overkill_step,10,39.26,67.24
21EC,im,3,overkill_step,11,390.45,311.8
21EC,im,3,overkill_step,12,333.71,371.36
21EC,im,3,activate_star,1,77.41,16.45
21EC,im,3,blast_step_1,2,174.73,123.87
21EC,im,3,blast_step_2,3,71.86,20.69
21EC,im,3,blast_step_3,4,117.3,62.25
21EC,im,3,blast_step_4,5,150.93,107.35
21EC,im,3,blast_step_5,6,54.94,40.09
21EC,im,3,blast_step_6,7,28.36,52.15
21EC,im,3,blast_step_7,8,29.06,49.63
21EC,im,3,blast_step_8,9,40.51,38.26
21EC,im,3,overkill_step,11,418.28,374.1
21EC,im,3,activate_star,1,40.42,9.0
21EC,im,3,blast_step_2,3,31.23,19.7
21EC,im,3,blast_step_3,4,31.87,39.22
21EC,im,3,blast_step_4,5,42.3,33.53
21EC,im,3,blast_step_5,6,36.31,28.58
21EC,im,3,blast_step_6,7,42.76,36.24
21EC,im,3,blast_step_7,8,53.99,24.17
21EC,im,3,blast_step_8,9,38.93,30.51
21EC,im,3,overkill_step,11,364.42,349.63
21EC,im,3,activate_star,1,85.59,12.46
21EC,im,3,blast_step_1,2,149.68,72.22
21EC,im,3,blast_step_2,3,264.6,188.98
21EC,im,3,blast_step_3,4,94.04,11.94
21EC,im,3,blast_step_4,5,105.49,22.99
21EC,im,3,blast_step_5,6,92.0,11.45
21EC,im,3,blast_step_6,7,91.38,10.49
21EC,im,3,blast_step_7,8,99.12,24.32
21EC,im,3,blast_step_8,9,91.46,33.7
21EC,im,3,overkill_step,10,150.12,67.79
21EC,im,3,overkill_step,11,407.98,370.97
21EC,im,3,activate_star,1,65.79,25.42
21EC,im,3,blast_step_2,2,286.8,203.4
21EC,im,3,blast_step_3,3,52.02,37.18
21EC,im,3,blast_step_4,4,178.02,91.36
21EC,im,3,blast_step_5,5,38.03,61.46
21EC,im,3,blast_step_6,6,35.11,64.86
21EC,im,3,blast_step_7,7,51.4,53.9
21EC,im,3,blast_step_8,8,338.89,269.1
21EC,im,3,overkill_step,9,429.36,343.0
21EC,im,3,overkill_step,10,333.31,253.74
21EC,im,3,overkill_step,11,420.11,334.93
21EC,im,3,activate_star,1,27.55,11.98
21EC,im,3,blast_step_2,2,48.36,11.68
21EC,im,3,blast_step_3,3,187.73,151.53
21EC,im,3,blast_step_4,4,54.04,17.51
21EC,im,3,blast_step_5,5,165.63,130.19
21EC,im,3,blast_step_6,6,40.64,8.22
21EC,im,3,blast_step_7,7,47.16,11.36
21EC,im,3,blast_step_8,8,93.71,58.27
21EC,im,3,overkill_step,10,432.91,423.98
21EC,im,3,overkill_step,11,313.16,275.85
21EC,im,3,overkill_step,12,316.44,279.24
21EC,qm,1,activate_star,1,22.99,20.66
21EC,qm,1,blast_step_2,2,38.07,9.22
21EC,qm,1,blast_step_3,3,55.83,26.18
