subject,condition,n_game,event,n_step,deviation,norm_dev
01TG,qm,1,blast_step_7,7,58.7,53.96
01TG,qm,1,blast_step_8,8,226.96,222.36
01TG,qm,1,overkill_step,9,224.52,218.72
01TG,qm,1,activate_star,1,22.27,12.34
01TG,qm,1,blast_step_2,3,16.89,27.62
01TG,qm,1,blast_step_3,4,16.51,29.66
01TG,qm,1,blast_step_4,5,24.94,24.68
01TG,qm,1,blast_step_5,6,22.55,37.0
01TG,qm,1,blast_step_6,7,28.88,42.76
01TG,qm,1,overkill_step,11,383.07,387.05
01TG,qm,1,overkill_step,12,408.43,412.27
01TG,qm,2,blast_step_7,7,300.2,
01TG,qm,2,blast_step_8,8,298.12,
01TG,qm,2,overkill_step,9,274.34,
01TG,qm,2,blast_step_4,5,13.45,8.42
01TG,qm,2,blast_step_5,6,24.61,15.65
01TG,qm,2,blast_step_6,7,55.85,46.59
01TG,qm,2,blast_step_7,8,71.01,61.2
01TG,qm,2,blast_step_8,9,334.64,324.83
01TG,qm,2,overkill_step,10,319.28,309.5
01TG,qm,2,overkill_step,11,337.1,327.35
01TG,qm,2,blast_step_2,2,14.23,4.32
01TG,qm,2,blast_step_5,5,15.34,23.07
01TG,qm,2,blast_step_7,7,21.22,15.2
01TG,qm,2,blast_step_8,8,237.62,225.67
01TG,qm,2,overkill_step,9,217.59,205.75
01TG,qm,2,blast_step_2,2,17.81,9.17
01TG,qm,2,blast_step_3,3,17.34,11.81
01TG,qm,2,blast_step_4,4,22.46,22.94
01TG,qm,2,blast_step_5,5,23.89,34.18
01TG,qm,2,blast_step_6,6,34.3,45.47
01TG,qm,2,blast_step_7,7,38.11,47.17
01TG,qm,2,blast_step_8,8,35.92,40.52
01TG,qm,2,overkill_step,9,66.57,58.88
01TG,qm,2,blast_step_1,2,17.71,6.93
01TG,qm,2,blast_step_2,3,27.54,19.07
01TG,qm,2,blast_step_3,4,23.33,11.27
01TG,qm,2,blast_step_4,5,35.73,23.94
01TG,qm,2,blast_step_5,6,38.29,27.22
01TG,qm,2,blast_step_6,7,42.71,29.64
01TG,qm,2,blast_step_2,2,27.18,20.32
01TG,qm,2,blast_step_3,3,23.96,16.3
01TG,qm,2,blast_step_4,4,32.78,25.21
01TG,qm,2,blast_step_5,5,51.7,44.5
01TG,qm,2,blast_step_6,6,50.81,43.56
01TG,qm,2,blast_step_7,7,237.85,242.83
01TG,qm,2,blast_step_8,8,232.92,237.86
01TG,qm,2,overkill_step,9,230.88,235.67
01TG,qm,2,activate_star,1,26.72,5.88
01TG,qm,2,blast_step_1,2,34.32,4.64
01TG,qm,2,blast_step_2,3,40.59,10.83
01TG,qm,2,blast_step_3,4,37.0,11.41
01TG,qm,2,blast_step_4,5,22.23,14.26
01TG,qm,2,blast_step_5,6,24.79,13.91
01TG,qm,2,blast_step_6,7,33.21,13.99
01TG,qm,2,blast_step_7,8,292.77,290.19
01TG,qm,2,blast_step_8,9,360.5,356.86
01TG,qm,2,overkill_step,10,27.8,10.8
01TG,qm,2,activate_star,1,14.91,14.51
01TG,qm,2,blast_step_3,4,28.01,35.42
01TG,qm,2,blast_step_4,5,35.29,40.15
01TG,qm,2,blast_step_5,6,36.08,40.71
01TG,qm,2,blast_step_6,7,46.08,50.77
01TG,qm,2,blast_step_7,8,367.28,356.37
01TG,qm,2,blast_step_8,9,356.96,345.87
01TG,qm,2,overkill_step,10,380.35,369.18
01TG,qm,2,activate_star,1,41.05,14.2
01TG,qm,2,blast_step_1,2,45.85,8.38
01TG,qm,2,blast_step_2,3,56.96,17.54
01TG,qm,2,blast_step_3,4,63.02,24.01
01TG,qm,2,blast_step_4,5,66.32,25.0
01TG,qm,2,blast_step_5,6,91.06,48.61
01TG,qm,2,blast_step_6,7,93.6,50.8
01TG,qm,2,blast_step_7,8,113.88,75.95
01TG,qm,2,activate_star,1,13.26,13.7
01TG,qm,2,blast_step_1,2,24.19,9.26
01TG,qm,2,blast_step_2,3,27.83,11.44
01TG,qm,2,blast_step_3,4,25.27,5.05
01TG,qm,2,blast_step_4,5,47.51,24.07
01TG,qm,2,blast_step_5,6,40.84,20.12
01TG,qm,2,blast_step_6,7,58.84,36.44
01TG,qm,2,blast_step_7,8,428.18,404.62
01TG,qm,2,blast_step_8,9,443.18,419.84
01TG,qm,2,overkill_step,10,442.06,418.57
01TG,qm,2,overkill_step,11,432.14,408.4
01TG,qm,2,activate_star,1,28.47,20.54
01TG,qm,2,blast_step_1,2,25.04,4.6
01TG,qm,2,blast_step_2,3,22.31,20.97
01TG,qm,2,blast_step_3,4,22.63,36.74
01TG,qm,2,blast_step_4,5,49.68,46.9
01TG,qm,2,blast_step_5,6,50.47,45.99
01TG,qm,2,blast_step_6,7,65.83,67.59
01TG,qm,2,blast_step_7,8,90.19,85.49
01TG,qm,2,blast_step_8,9,190.04,215.35
01TG,qm,2,overkill_step,10,207.09,231.84
01TG,qm,2,blast_step_3,4,17.64,10.43
01TG,qm,2,blast_step_5,6,57.05,50.03
01TG,qm,2,blast_step_6,7,63.5,55.01
01TG,qm,2,blast_step_7,8,16.15,27.73
01TG,qm,2,blast_step_8,9,135.0,138.12
01TG,qm,2,overkill_step,10,190.66,195.98
01TG,qm,2,activate_star,1,24.43,10.28
01TG,qm,2,blast_step_1,2,31.28,6.68
01TG,qm,2,blast_step_2,3,20.18,10.79
01TG,qm,2,blast_step_3,4,37.09,12.47
01TG,qm,2,blast_step_4,5,71.65,43.5
01TG,qm,2,blast_step_5,6,72.9,43.95
01TG,qm,2,blast_step_6,7,75.57,46.8
01TG,qm,2,blast_step_7,8,114.38,85.4
01TG,qm,2,blast_step_8,9,415.39,389.97
01TG,qm,2,overkill_step,10,423.4,397.74
01TG,qm,2,overkill_step,11,407.15,381.86
01TG,qm,2,activate_star,1,34.48,11.64
01TG,qm,2,blast_step_2,2,28.69,4.82
01TG,qm,2,blast_step_3,3,39.77,21.33
01TG,qm,2,blast_step_4,4,50.08,26.82
01TG,qm,2,blast_step_5,5,63.4,36.72
01TG,qm,2,blast_step_6,6,89.68,72.54
01TG,qm,2,blast_step_7,7,100.36,80.27
01TG,qm,2,activate_star,1,26.86,6.77
01TG,qm,2,blast_step_1,2,32.87,2.6
01TG,qm,2,blast_step_2,3,41.56,14.1
01TG,qm,2,blast_step_3,4,41.24,17.12
01TG,qm,2,blast_step_4,5,42.14,11.96
01TG,qm,2,blast_step_5,6,52.96,29.62
01TG,qm,2,blast_step_6,7,65.84,41.99
01TG,qm,2,blast_step_7,8,78.83,51.3
01TG,qm,2,blast_step_8,9,257.25,258.58
01TG,qm,2,overkill_step,10,248.5,250.41
01TG,qm,2,activate_star,1,25.67,12.02
01TG,qm,2,blast_step_2,2,27.34,7.28
01TG,qm,2,blast_step_3,3,29.57,11.32
01TG,qm,2,blast_step_4,4,31.97,8.54
01TG,qm,2,blast_step_5,5,29.54,16.36
01TG,qm,2,blast_step_6,6,40.43,19.95
01TG,qm,2,blast_step_7,7,45.32,18.26
01TG,qm,2,blast_step_8,8,127.38,97.96
01TG,qm,2,overkill_step,9,229.55,202.45
01TG,qm,2,overkill_step,10,88.39,59.53
01TG,qm,2,blast_step_2,3,13.92,18.92
01TG,qm,2,blast_step_3,4,17.32,18.0
01TG,qm,2,blast_step_4,5,26.77,22.96
01TG,qm,2,blast_step_5,6,32.95,22.22
01TG,qm,2,blast_step_6,7,211.55,199.34
01TG,qm,2,blast_step_7,8,228.95,216.61
01TG,qm,2,blast_step_8,9,224.96,212.66
01TG,qm,2,overkill_step,10,226.84,214.52
01TG,qm,2,blast_step_3,3,20.22,22.37
01TG,qm,2,blast_step_4,4,23.64,27.44
01TG,qm,2,blast_step_5,5,45.99,49.55
01TG,qm,2,blast_step_6,6,44.09,47.55
01TG,qm,2,blast_step_7,7,26.36,28.12
01TG,qm,2,blast_step_8,8,242.43,240.01
01TG,qm,2,overkill_step,9,374.4,370.5
01TG,qm,2,overkill_step,10,83.37,81.55
01TG,qm,2,activate_star,1,17.48,5.68
01TG,qm,2,blast_step_2,2,16.5,9.49
01TG,qm,2,blast_step_3,3,16.17,15.81
01TG,qm,2,blast_step_4,4,33.19,48.02
01TG,qm,2,blast_step_5,5,38.96,53.22
01TG,qm,2,blast_step_6,6,69.25,78.81
01TG,qm,2,blast_step_7,7,77.85,86.73
01TG,qm,2,blast_step_8,8,79.49,85.85
01TG,qm,2,overkill_step,9,314.65,298.16
01TG,qm,2,blast_step_3,3,20.88,21.3
01TG,qm,2,blast_step_4,4,30.42,25.15
01TG,qm,2,blast_step_5,5,45.66,42.72
01TG,qm,2,blast_step_6,6,55.0,50.22
01TG,qm,2,blast_step_7,7,97.73,92.6
01TG,qm,2,blast_step_8,8,307.11,314.98
01TG,qm,2,overkill_step,9,312.99,320.87
01TG,qm,3,activate_star,1,14.68,8.83
01TG,qm,3,blast_step_2,3,13.45,3.24
01TG,qm,3,blast_step_3,4,15.92,6.99
01TG,qm,3,blast_step_4,5,33.03,18.9
01TG,qm,3,blast_step_5,6,36.7,22.02
01TG,qm,3,blast_step_6,7,83.11,69.15
01TG,qm,3,blast_step_7,8,213.2,221.53
01TG,qm,3,blast_step_8,9,205.21,214.23
01TG,qm,3,overkill_step,12,91.75,79.94
01TG,qm,3,activate_star,1,28.98,13.95
01TG,qm,3,blast_step_1,2,33.94,4.01
01TG,qm,3,blast_step_2,3,37.97,16.62
01TG,qm,3,blast_step_3,4,36.74,15.27
01TG,qm,3,blast_step_4,5,33.51,22.96
01TG,qm,3,blast_step_5,6,26.5,23.48
01TG,qm,3,blast_step_6,7,60.59,61.61
01TG,qm,3,blast_step_7,8,71.47,69.85
01TG,qm,3,blast_step_8,9,233.24,231.49
01TG,qm,3,overkill_step,10,223.75,223.2
01TG,qm,3,overkill_step,11,238.23,231.62
01TG,qm,3,overkill_step,12,239.41,231.43
01TG,qm,3,activate_star,1,24.6,5.91
01TG,qm,3,blast_step_1,2,28.89,7.01
01TG,qm,3,blast_step_2,3,32.57,9.84
01TG,qm,3,blast_step_3,4,36.94,22.77
01TG,qm,3,blast_step_4,5,37.39,24.4
01TG,qm,3,blast_step_5,6,35.56,29.33
01TG,qm,3,blast_step_6,7,64.89,42.13
01TG,qm,3,blast_step_7,8,418.8,396.55
01TG,qm,3,blast_step_8,9,418.01,395.85
01TG,qm,3,overkill_step,10,383.49,361.36
01TG,qm,3,blast_step_2,3,14.36,12.69
01TG,qm,3,blast_step_3,4,34.38,32.66
01TG,qm,3,blast_step_4,5,52.93,48.9
01TG,qm,3,blast_step_5,6,52.86,49.99
01TG,qm,3,blast_step_6,7,59.08,56.35
01TG,qm,3,blast_step_7,8,56.02,53.27
01TG,qm,3,blast_step_8,9,209.79,204.82
01TG,qm,3,overkill_step,10,187.79,182.96
01TG,qm,3,overkill_step,11,196.22,191.39
01TG,qm,3,blast_step_3,4,20.51,22.13
01TG,qm,3,blast_step_4,5,21.93,24.13
01TG,qm,3,blast_step_5,6,25.69,27.86
01TG,qm,3,blast_step_6,7,67.43,68.76
01TG,qm,3,blast_step_7,8,308.55,308.51
01TG,qm,3,blast_step_8,9,351.71,351.58
01TG,qm,3,overkill_step,10,346.87,346.82
01TG,qm,3,activate_star,1,18.71,6.57
01TG,qm,3,blast_step_1,2,18.43,5.74
01TG,qm,3,blast_step_2,3,41.58,38.51
01TG,qm,3,blast_step_3,4,37.54,31.01
01TG,qm,3,blast_step_4,5,40.7,39.54
01TG,qm,3,blast_step_5,6,57.46,60.91
01TG,qm,3,blast_step_6,7,71.05,74.36
01TG,qm,3,blast_step_7,8,79.26,85.89
01TG,qm,3,blast_step_8,9,310.54,323.51
01TG,qm,3,overkill_step,10,307.9,320.95
01TG,qm,3,overkill_step,11,312.3,323.93
01TG,qm,3,blast_step_1,2,16.92,5.09
01TG,qm,3,blast_step_2,3,16.51,5.52
01TG,qm,3,blast_step_3,4,16.23,9.73
01TG,qm,3,blast_step_4,5,31.7,18.4
01TG,qm,3,blast_step_5,6,43.7,29.54
01TG,qm,3,blast_step_6,7,52.54,37.41
01TG,qm,3,blast_step_7,8,59.99,45.0
01TG,qm,3,blast_step_8,9,40.87,32.29
01TG,qm,3,activate_star,1,28.84,18.39
01TG,qm,3,blast_step_2,2,49.43,10.61
01TG,qm,3,blast_step_3,3,49.32,7.21
01TG,qm,3,blast_step_4,4,55.08,13.67
01TG,qm,3,blast_step_5,5,72.97,44.84
01TG,qm,3,blast_step_6,6,82.91,54.6
01TG,qm,3,blast_step_7,7,87.2,62.36
01TG,qm,3,blast_step_8,8,95.05,71.49
01TG,qm,3,overkill_step,9,314.08,291.61
01TG,qm,3,overkill_step,10,326.28,301.08
01TG,qm,3,activate_star,1,39.25,9.27
01TG,qm,3,blast_step_1,2,40.32,4.12
01TG,qm,3,blast_step_2,3,40.41,6.31
01TG,qm,3,blast_step_3,4,45.88,9.17
01TG,qm,3,blast_step_4,5,47.43,10.57
01TG,qm,3,blast_step_5,6,35.75,30.53
01TG,qm,3,blast_step_6,7,42.06,32.91
01TG,qm,3,blast_step_7,8,97.0,64.2
01TG,qm,3,blast_step_8,9,175.77,137.43
01TG,qm,3,overkill_step,10,172.68,134.25
01TG,qm,3,overkill_step,11,170.44,132.52
01TG,qm,3,activate_star,1,47.99,8.9
01TG,qm,3,blast_step_2,2,43.66,5.98
01TG,qm,3,blast_step_3,3,47.37,14.7
01TG,qm,3,blast_step_4,4,65.92,29.4
01TG,qm,3,blast_step_5,5,84.7,43.95
01TG,qm,3,blast_step_6,6,95.51,55.2
01TG,qm,3,blast_step_7,7,101.6,60.92
01TG,qm,3,blast_step_8,8,278.37,284.73
01TG,qm,3,overkill_step,9,239.46,250.78
01TG,qm,3,overkill_step,10,223.02,233.92
01TG,qm,3,overkill_step,11,106.18,111.03
01TG,qm,3,activate_star,1,16.89,12.11
01TG,qm,3,blast_step_1,2,24.74,11.11
01TG,qm,3,blast_step_2,3,42.31,28.93
01TG,qm,3,blast_step_3,4,31.04,19.3
01TG,qm,3,blast_step_4,5,44.13,31.41
01TG,qm,3,blast_step_5,6,51.0,35.07
01TG,qm,3,blast_step_6,7,60.67,44.12
01TG,qm,3,blast_step_7,8,76.72,60.07
01TG,qm,3,blast_step_8,9,235.51,227.51
01TG,qm,3,overkill_step,10,254.22,245.74
01TG,qm,3,overkill_step,11,278.5,270.65
01TG,qm,3,activate_star,1,22.3,11.1
01TG,qm,3,blast_step_1,2,16.8,7.56
01TG,qm,3,blast_step_2,3,14.45,7.3
01TG,qm,3,blast_step_3,4,32.46,22.83
01TG,qm,3,blast_step_4,5,47.62,35.3
01TG,qm,3,blast_step_5,6,54.52,41.58
01TG,qm,3,blast_step_6,7,53.81,42.43
01TG,qm,3,blast_step_7,8,76.48,57.78
01TG,qm,3,blast_step_8,9,182.94,174.29
01TG,qm,3,overkill_step,10,236.37,227.98
01TG,qm,3,overkill_step,11,234.78,225.5
01TG,qm,3,overkill_step,12,241.8,232.14
01TG,qm,3,overkill_step,13,239.62,229.23
01TG,qm,3,activate_star,1,15.89,12.49
01TG,qm,3,blast_step_2,2,19.58,5.12
01TG,qm,3,blast_step_3,3,21.36,7.14
01TG,qm,3,blast_step_4,4,33.9,17.94
01TG,qm,3,blast_step_5,5,58.86,39.28
01TG,qm,3,blast_step_6,6,61.24,41.84
01TG,qm,3,blast_step_7,7,68.95,49.64
01TG,qm,3,blast_step_8,8,73.3,54.11
01TG,qm,3,overkill_step,9,202.42,204.22
01TG,qm,3,overkill_step,10,219.1,220.22
01TG,qm,3,blast_step_2,3,23.31,28.79
01TG,qm,3,blast_step_3,4,25.52,28.72
01TG,qm,3,blast_step_4,5,44.22,45.91
01TG,qm,3,blast_step_5,6,49.68,51.53
01TG,qm,3,blast_step_6,7,64.05,65.01
01TG,qm,3,blast_step_7,8,75.78,81.6
01TG,qm,3,blast_step_8,9,229.83,239.84
01TG,qm,3,overkill_step,10,233.19,243.21
01TG,qm,3,overkill_step,11,229.0,238.87
01TG,qm,3,activate_star,1,23.2,7.1
01TG,qm,3,blast_step_1,2,21.41,10.48
01TG,qm,3,blast_step_2,3,22.29,14.22
01TG,qm,3,blast_step_3,4,28.51,26.47
01TG,qm,3,blast_step_4,5,51.31,56.07
01TG,qm,3,blast_step_5,6,38.39,34.91
01TG,qm,3,blast_step_6,7,82.72,74.38
01TG,qm,3,blast_step_7,8,74.43,55.1
01TG,qm,3,blast_step_8,9,208.31,202.67
01TG,qm,3,overkill_step,10,332.05,325.03
01TG,qm,3,overkill_step,11,328.38,319.58
01TG,qm,3,activate_star,1,16.73,9.24
01TG,qm,3,blast_step_3,4,17.99,17.65
01TG,qm,3,blast_step_4,5,22.38,20.98
01TG,qm,3,blast_step_5,6,41.55,39.98
01TG,qm,3,blast_step_6,7,51.3,52.09
01TG,qm,3,blast_step_7,8,64.33,67.2
01TG,qm,3,blast_step_8,9,205.89,206.92
01TG,qm,3,overkill_step,10,307.04,306.64
01TG,qm,3,overkill_step,11,305.47,304.27
01TG,qm,3,blast_step_4,5,19.06,18.66
01TG,qm,3,blast_step_5,6,45.57,45.82
01TG,qm,3,blast_step_6,7,16.32,15.42
01TG,qm,3,blast_step_7,8,55.76,55.44
01TG,qm,3,blast_step_8,9,381.24,381.38
01TG,qm,3,overkill_step,10,378.82,378.93
01TG,qm,3,overkill_step,11,396.29,396.35
01TG,qm,3,overkill_step,12,388.46,388.5
01TG,qm,3,activate_star,1,47.33,8.86
01TG,qm,3,blast_step_1,2,34.01,12.43
01TG,qm,3,blast_step_2,3,39.15,13.38
01TG,qm,3,blast_step_3,4,59.65,43.36
01TG,qm,3,blast_step_4,5,99.52,83.78
01TG,qm,3,blast_step_5,6,66.15,51.62
01TG,qm,3,blast_step_6,7,78.9,61.23
01TG,qm,3,blast_step_7,8,89.18,63.59
01TG,qm,3,blast_step_8,9,267.51,247.93
01TG,qm,3,activate_star,1,31.08,8.82
01TG,qm,3,blast_step_1,2,29.06,10.21
01TG,qm,3,blast_step_2,3,30.02,30.48
01TG,qm,3,blast_step_3,4,24.36,19.67
01TG,qm,3,blast_step_4,5,23.31,25.56
01TG,qm,3,blast_step_5,6,59.44,54.21
01TG,qm,3,blast_step_7,7,62.52,58.41
01TG,qm,3,activate_star,1,40.43,16.59
01TG,qm,3,blast_step_1,2,65.42,12.21
01TG,qm,3,blast_step_2,3,58.31,8.38
01TG,qm,3,blast_step_3,4,62.82,8.6
01TG,qm,3,blast_step_4,5,77.25,46.94
01TG,qm,3,blast_step_5,6,67.53,48.84
01TG,qm,3,blast_step_6,7,75.5,74.65
01TG,qm,3,blast_step_7,8,73.63,74.51
02ES,im,1,activate_star,1,24.8,19.22
02ES,im,1,blast_step_1,2,36.97,11.94
02ES,im,1,blast_step_2,3,33.89,20.28
02ES,im,1,blast_step_3,4,38.64,15.82
02ES,im,1,blast_step_4,5,32.24,17.31
02ES,im,1,blast_step_5,6,37.57,34.32
02ES,im,1,blast_step_6,7,47.46,39.06
02ES,im,1,blast_step_7,8,40.38,23.23
02ES,im,1,blast_step_8,9,46.2,37.77
02ES,im,1,overkill_step,10,59.21,80.05
02ES,im,1,activate_star,1,62.21,7.42
02ES,im,1,blast_step_2,2,56.55,11.01
02ES,im,1,blast_step_3,3,48.43,31.19
02ES,im,1,blast_step_4,4,60.11,22.2
02ES,im,1,blast_step_5,5,61.86,17.34
02ES,im,1,blast_step_6,6,61.17,39.57
02ES,im,1,blast_step_7,7,42.55,32.47
02ES,im,1,blast_step_8,8,40.17,32.2
02ES,im,1,overkill_step,9,71.73,18.27
02ES,im,1,activate_star,1,43.8,10.67
02ES,im,1,blast_step_2,2,25.48,13.61
02ES,im,1,blast_step_3,3,16.22,22.64
02ES,im,1,blast_step_4,4,27.28,37.07
02ES,im,1,blast_step_5,5,22.89,33.0
02ES,im,1,blast_step_6,6,22.9,18.1
02ES,im,1,blast_step_7,7,39.68,19.7
02ES,im,1,blast_step_8,8,62.48,37.07
02ES,im,1,overkill_step,9,60.41,55.04
02ES,im,1,overkill_step,10,15.87,42.91
02ES,im,1,overkill_step,11,19.95,33.67
02ES,im,1,activate_star,1,34.71,24.99
02ES,im,1,blast_step_2,2,46.74,11.19
02ES,im,1,blast_step_3,3,51.5,17.12
02ES,im,1,blast_step_4,4,64.97,22.97
02ES,im,1,blast_step_5,5,59.61,17.48
02ES,im,1,blast_step_6,6,55.52,20.32
02ES,im,1,blast_step_7,7,93.35,48.95
02ES,im,1,blast_step_8,8,43.03,5.26
02ES,im,1,overkill_step,9,31.49,15.78
02ES,im,1,activate_star,1,44.73,20.9
02ES,im,1,blast_step_1,2,45.77,4.74
02ES,im,1,blast_step_2,3,47.35,9.11
02ES,im,1,blast_step_3,4,53.07,7.89
02ES,im,1,blast_step_4,5,44.04,8.23
02ES,im,1,blast_step_5,6,22.93,28.61
02ES,im,1,blast_step_6,7,22.64,49.38
02ES,im,1,blast_step_7,8,42.49,27.55
02ES,im,1,blast_step_8,9,63.47,19.89
02ES,im,1,overkill_step,10,51.44,17.38
02ES,im,1,activate_star,1,21.64,23.66
02ES,im,1,blast_step_1,2,29.92,6.17
02ES,im,1,blast_step_2,3,20.53,13.12
02ES,im,1,blast_step_3,4,40.19,26.16
02ES,im,1,blast_step_4,5,47.81,23.13
02ES,im,1,blast_step_5,6,32.48,36.86
02ES,im,1,blast_step_6,7,12.93,35.29
02ES,im,1,blast_step_7,8,21.95,37.78
02ES,im,1,overkill_step,10,12.43,21.66
02ES,im,1,activate_star,1,53.21,17.24
02ES,im,1,blast_step_1,2,54.09,8.26
02ES,im,1,blast_step_2,3,41.53,21.17
02ES,im,1,blast_step_3,4,38.79,19.78
02ES,im,1,blast_step_4,5,50.01,9.48
02ES,im,1,blast_step_5,6,54.07,3.83
02ES,im,1,blast_step_6,7,62.76,29.89
02ES,im,1,blast_step_7,8,60.2,22.21
02ES,im,1,blast_step_8,9,75.49,29.57
02ES,im,1,overkill_step,10,62.0,41.14
02ES,im,1,activate_star,1,16.31,14.47
02ES,im,1,blast_step_1,2,29.26,11.08
02ES,im,1,blast_step_2,3,52.72,33.85
02ES,im,1,blast_step_3,4,42.91,24.44
02ES,im,1,blast_step_4,5,26.8,15.1
02ES,im,1,blast_step_5,6,25.69,25.54
02ES,im,1,blast_step_6,7,33.69,40.87
02ES,im,1,blast_step_7,8,37.8,39.37
02ES,im,1,blast_step_8,9,12.11,19.41
02ES,im,1,overkill_step,10,78.96,85.38
02ES,im,1,activate_star,1,34.74,19.04
02ES,im,1,blast_step_2,2,14.24,16.09
02ES,im,1,blast_step_3,3,20.58,19.07
02ES,im,1,blast_step_4,4,30.76,15.44
02ES,im,1,blast_step_5,5,26.03,23.11
02ES,im,1,blast_step_6,6,69.54,48.98
02ES,im,1,blast_step_7,7,88.68,67.04
02ES,im,1,blast_step_8,8,117.74,93.77
02ES,im,1,overkill_step,9,144.34,115.96
02ES,im,1,activate_star,1,25.11,15.2
02ES,im,1,blast_step_1,2,12.62,19.23
02ES,im,1,blast_step_2,3,18.34,29.42
02ES,im,1,blast_step_3,4,14.44,23.67
02ES,im,1,blast_step_4,5,16.76,19.3
02ES,im,1,blast_step_5,6,15.54,26.95
02ES,im,1,blast_step_7,8,65.43,60.66
02ES,im,1,blast_step_8,9,65.93,55.39
02ES,im,1,overkill_step,10,53.59,50.06
02ES,im,1,activate_star,1,75.62,8.3
02ES,im,1,blast_step_2,2,68.72,9.35
02ES,im,1,blast_step_3,3,57.53,18.87
02ES,im,1,blast_step_4,4,60.47,25.12
02ES,im,1,blast_step_5,5,62.7,21.31
02ES,im,1,blast_step_6,6,79.49,21.8
02ES,im,1,blast_step_7,7,86.48,47.72
02ES,im,1,blast_step_8,8,70.45,14.57
02ES,im,1,overkill_step,9,70.19,26.3
02ES,im,1,blast_step_1,2,12.56,9.71
02ES,im,1,blast_step_3,4,20.17,10.82
02ES,im,1,blast_step_4,5,37.48,22.55
02ES,im,1,blast_step_5,6,21.65,8.45
